Species,USGS.Number,Band.Colors,Year,Date,Time.Trapped,Time.Bled,Recap,Site,Location,GPS.S,GPS.E,Elevation.(m),Bander,Sex,How.Sex,Age,How.Age,Release,Bird+Bag.(g),bag.(g),Bird.(g),Wing.(mm),Tarsus.(mm),Tail.(mm),Culmen.(mm),Culmen Depth.(mm),Culmen Width.(mm),Bill+Head.(mm),Hemo,Plasma,Blood,Fecal,Feather,Nest,Nest.Stage,Captured.with,,,,,,,,,,,
MOCH,305064364,GBR,2024,,9:16,,,,,,,,SRP,F,,,,,,,11,67,14,60,10.2,3.7,11,28.8,,,,,,MRS-98,,,,,,,,,,,,,
MOCH,305017074,EYA,2024,,8:50,,,,,,,,HLK,F,,,,,,,13,64,16.4,55,11.5,3.8,13,30.4,,,,,,-,,,,,,,,,,,,,
MOCH,305064325,BYN,2024,,8:21,,,,,,,,ONT,M,,,,,,,13,73,16.2,63,12.6,3.7,13,29.4,,,,,,MRS-34,,,,,,,,,,,,,
MOCH,305064324,NBN,2024,,8:35,,,,,,,,ONT,F,,,,,,,6.5,69,16,61,12.9,4.1,6.5,20,,,,,,MRS-34,,,,,,,,,,,,,
MOCH,305017096,AGR,2024,,9:00,,,,,,,,WCA,M,,,,,,,11,68,15.9,63,11.7,3.9,11,30.1,,,,,,MRS-60,,,,,,,,,,,,,
MOCH,255022055,YGR,2024,,910,,,,,,,,WCA,M,,,,,,,11,71,16.8,72,10.8,3.7,11,29.7,,,,,,MRS-18,,,,,,,,,,,,,
MOCH,255022056,NOR,2024,,9:38,,,,,,,,WCA,F,,,,,,,11,66,16.8,70,11.4,4,11,28.8,,,,,,MRS-18,,,,,,,,,,,,,
MOCH,255022057,RGG,2024,,10:49,,,,,,,,WCA,M,,,,,,,11.5,66,15,62,11.5,3.8,11.5,30.3,,,,,,MRS-36,,,,,,,,,,,,,
MOCH,255022058,RGY,2024,,11:11,,,,,,,,WCA,M,,,,,,,11.5,70,16.4,62,11.3,4.1,11.5,29,,,,,,MRS-51,,,,,,,,,,,,,
MOCH,255022059,BRO,2024,,11:40,,,,,,,,WCA,F,,,,,,,12,66,15.3,60,12.2,4.2,12,29.7,,,,,,MRS-51,,,,,,,,,,,,,
MOCH,305064334,BBB,2024,,11:09,,,,,,,,WCA,F,,,,,,,12,63,16.6,67,11.3,3.8,12,30.4,,,,,,MRS-17,,,,,,,,,,,,,
MOCH,305064333,ONR,2024,,11:18,,,,,,,,WCA,M,,,,,,,12,68,15.4,71,11.1,3.7,12,30.8,,,,,,MRS-17,,,,,,,,,,,,,
